rank	slug	city	voice	radio_key	subtitle_fallback	system_voice_fallback	cooked_cue_strategy	ambient_zone	coverage_status
273	lansing_mi	Lansing	Alex	campaign.273.lansing_mi.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
274	buckeye_az	Buckeye	Samantha	campaign.274.buckeye_az.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
275	tuscaloosa_al	Tuscaloosa	Daniel	campaign.275.tuscaloosa_al.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
276	allen_tx	Allen	Daniel	campaign.276.allen_tx.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
277	carlsbad_ca	Carlsbad	Samantha	campaign.277.carlsbad_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
278	everett_wa	Everett	Samantha	campaign.278.everett_wa.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
279	springfield_il	Springfield	Alex	campaign.279.springfield_il.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
280	beaumont_tx	Beaumont	Daniel	campaign.280.beaumont_tx.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
281	murrieta_ca	Murrieta	Samantha	campaign.281.murrieta_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
282	rio_rancho_nm	Rio Rancho	Samantha	campaign.282.rio_rancho_nm.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
283	temecula_ca	Temecula	Samantha	campaign.283.temecula_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
284	concord_nc	Concord	Daniel	campaign.284.concord_nc.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
285	tyler_tx	Tyler	Daniel	campaign.285.tyler_tx.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
286	davie_fl	Davie	Daniel	campaign.286.davie_fl.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
287	south_fulton_ga	South Fulton	Daniel	campaign.287.south_fulton_ga.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
288	peoria_il	Peoria	Alex	campaign.288.peoria_il.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
289	sparks_nv	Sparks	Samantha	campaign.289.sparks_nv.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
290	gresham_or	Gresham	Samantha	campaign.290.gresham_or.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
291	santa_maria_ca	Santa Maria	Samantha	campaign.291.santa_maria_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
292	pueblo_co	Pueblo	Samantha	campaign.292.pueblo_co.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
293	hillsboro_or	Hillsboro	Samantha	campaign.293.hillsboro_or.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
294	sugar_land_tx	Sugar Land	Daniel	campaign.294.sugar_land_tx.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
295	san_buenaventura_ventura_ca	San Buenaventura (Ventura)	Samantha	campaign.295.san_buenaventura_ventura_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
296	downey_ca	Downey	Samantha	campaign.296.downey_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
297	costa_mesa_ca	Costa Mesa	Samantha	campaign.297.costa_mesa_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
298	centennial_co	Centennial	Samantha	campaign.298.centennial_co.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
299	edinburg_tx	Edinburg	Daniel	campaign.299.edinburg_tx.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
300	spokane_valley_wa	Spokane Valley	Samantha	campaign.300.spokane_valley_wa.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
301	jurupa_valley_ca	Jurupa Valley	Samantha	campaign.301.jurupa_valley_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
302	bend_or	Bend	Samantha	campaign.302.bend_or.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
303	west_covina_ca	West Covina	Samantha	campaign.303.west_covina_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
304	boulder_co	Boulder	Samantha	campaign.304.boulder_co.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
305	palm_coast_fl	Palm Coast	Daniel	campaign.305.palm_coast_fl.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
306	lee_s_summit_mo	Lee's Summit	Alex	campaign.306.lee_s_summit_mo.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
307	dearborn_mi	Dearborn	Alex	campaign.307.dearborn_mi.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
308	green_bay_wi	Green Bay	Alex	campaign.308.green_bay_wi.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
309	st_george_ut	St. George	Samantha	campaign.309.st_george_ut.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
310	brockton_ma	Brockton	Victoria	campaign.310.brockton_ma.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
311	renton_wa	Renton	Samantha	campaign.311.renton_wa.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
312	sandy_springs_ga	Sandy Springs	Daniel	campaign.312.sandy_springs_ga.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
313	rialto_ca	Rialto	Samantha	campaign.313.rialto_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
314	el_monte_ca	El Monte	Samantha	campaign.314.el_monte_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
315	vacaville_ca	Vacaville	Samantha	campaign.315.vacaville_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
316	fishers_in	Fishers	Alex	campaign.316.fishers_in.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
317	south_bend_in	South Bend	Alex	campaign.317.south_bend_in.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
318	carmel_in	Carmel	Alex	campaign.318.carmel_in.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
319	yuma_az	Yuma	Samantha	campaign.319.yuma_az.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
320	burbank_ca	Burbank	Samantha	campaign.320.burbank_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
321	lynn_ma	Lynn	Victoria	campaign.321.lynn_ma.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
322	quincy_ma	Quincy	Victoria	campaign.322.quincy_ma.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
323	el_cajon_ca	El Cajon	Samantha	campaign.323.el_cajon_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
324	fayetteville_ar	Fayetteville	Daniel	campaign.324.fayetteville_ar.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
325	suffolk_va	Suffolk	Daniel	campaign.325.suffolk_va.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
326	san_mateo_ca	San Mateo	Samantha	campaign.326.san_mateo_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
327	chico_ca	Chico	Samantha	campaign.327.chico_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
328	inglewood_ca	Inglewood	Samantha	campaign.328.inglewood_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
329	wichita_falls_tx	Wichita Falls	Daniel	campaign.329.wichita_falls_tx.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
330	boca_raton_fl	Boca Raton	Daniel	campaign.330.boca_raton_fl.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
331	hesperia_ca	Hesperia	Samantha	campaign.331.hesperia_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
332	daly_city_ca	Daly City	Samantha	campaign.332.daly_city_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
333	georgetown_tx	Georgetown	Daniel	campaign.333.georgetown_tx.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
334	new_bedford_ma	New Bedford	Victoria	campaign.334.new_bedford_ma.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
335	albany_ny	Albany	Victoria	campaign.335.albany_ny.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
336	davenport_ia	Davenport	Alex	campaign.336.davenport_ia.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
337	plantation_fl	Plantation	Daniel	campaign.337.plantation_fl.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
338	deltona_fl	Deltona	Daniel	campaign.338.deltona_fl.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
339	federal_way_wa	Federal Way	Samantha	campaign.339.federal_way_wa.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
340	san_angelo_tx	San Angelo	Daniel	campaign.340.san_angelo_tx.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
341	tracy_ca	Tracy	Samantha	campaign.341.tracy_ca.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
342	sunrise_fl	Sunrise	Daniel	campaign.342.sunrise_fl.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
343	tokyo_jp	Tokyo	Kyoko	campaign.343.tokyo_jp.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
344	delhi_in	Delhi	Alex	campaign.344.delhi_in.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
345	shanghai_cn	Shanghai	Kyoko	campaign.345.shanghai_cn.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
346	sao_paulo_br	Sao Paulo	Diego	campaign.346.sao_paulo_br.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
347	mexico_city_mx	Mexico City	Diego	campaign.347.mexico_city_mx.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
348	cairo_eg	Cairo	Tessa	campaign.348.cairo_eg.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
349	mumbai_in	Mumbai	Alex	campaign.349.mumbai_in.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
350	beijing_cn	Beijing	Kyoko	campaign.350.beijing_cn.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
351	dhaka_bd	Dhaka	Rishi	campaign.351.dhaka_bd.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
352	osaka_jp	Osaka	Kyoko	campaign.352.osaka_jp.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
353	karachi_pk	Karachi	Rishi	campaign.353.karachi_pk.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
354	buenos_aires_ar	Buenos Aires	Daniel	campaign.354.buenos_aires_ar.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
355	istanbul_tr	Istanbul	Maged	campaign.355.istanbul_tr.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
356	kolkata_in	Kolkata	Alex	campaign.356.kolkata_in.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
357	manila_ph	Manila	Kyoko	campaign.357.manila_ph.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
358	lagos_ng	Lagos	Tessa	campaign.358.lagos_ng.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
359	rio_de_janeiro_br	Rio de Janeiro	Diego	campaign.359.rio_de_janeiro_br.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
360	tianjin_cn	Tianjin	Kyoko	campaign.360.tianjin_cn.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
361	kinshasa_cd	Kinshasa	Tessa	campaign.361.kinshasa_cd.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
362	guangzhou_cn	Guangzhou	Kyoko	campaign.362.guangzhou_cn.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
363	shenzhen_cn	Shenzhen	Kyoko	campaign.363.shenzhen_cn.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
364	lahore_pk	Lahore	Rishi	campaign.364.lahore_pk.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
365	bangalore_in	Bangalore	Alex	campaign.365.bangalore_in.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
366	paris_fr	Paris	Daniel	campaign.366.paris_fr.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
367	bogota_co	Bogota	Samantha	campaign.367.bogota_co.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
368	jakarta_id	Jakarta	Samantha	campaign.368.jakarta_id.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
369	chennai_in	Chennai	Alex	campaign.369.chennai_in.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
370	lima_pe	Lima	Diego	campaign.370.lima_pe.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
371	bangkok_th	Bangkok	Kyoko	campaign.371.bangkok_th.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
372	seoul_kr	Seoul	Kyoko	campaign.372.seoul_kr.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
373	nagoya_jp	Nagoya	Kyoko	campaign.373.nagoya_jp.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
374	hyderabad_in	Hyderabad	Alex	campaign.374.hyderabad_in.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
375	london_gb	London	Daniel	campaign.375.london_gb.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
376	tehran_ir	Tehran	Maged	campaign.376.tehran_ir.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
377	chengdu_cn	Chengdu	Kyoko	campaign.377.chengdu_cn.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
378	nanjing_cn	Nanjing	Kyoko	campaign.378.nanjing_cn.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
379	wuhan_cn	Wuhan	Kyoko	campaign.379.wuhan_cn.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
380	ho_chi_minh_city_vn	Ho Chi Minh City	Kyoko	campaign.380.ho_chi_minh_city_vn.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
381	luanda_ao	Luanda	Tessa	campaign.381.luanda_ao.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
382	ahmedabad_in	Ahmedabad	Alex	campaign.382.ahmedabad_in.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
383	kuala_lumpur_my	Kuala Lumpur	Kyoko	campaign.383.kuala_lumpur_my.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
384	xi_an_cn	Xi'an	Kyoko	campaign.384.xi_an_cn.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
385	hong_kong_hk	Hong Kong	Kyoko	campaign.385.hong_kong_hk.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
386	hangzhou_cn	Hangzhou	Kyoko	campaign.386.hangzhou_cn.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
387	foshan_cn	Foshan	Kyoko	campaign.387.foshan_cn.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
388	shenyang_cn	Shenyang	Kyoko	campaign.388.shenyang_cn.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
389	riyadh_sa	Riyadh	Maged	campaign.389.riyadh_sa.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
390	baghdad_iq	Baghdad	Maged	campaign.390.baghdad_iq.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
391	santiago_cl	Santiago	Diego	campaign.391.santiago_cl.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
392	surat_in	Surat	Alex	campaign.392.surat_in.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
393	madrid_es	Madrid	Daniel	campaign.393.madrid_es.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
394	toronto_ca_on	Toronto	Samantha	campaign.394.toronto_ca_on.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
395	belo_horizonte_br	Belo Horizonte	Diego	campaign.395.belo_horizonte_br.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
396	singapore_sg	Singapore	Kyoko	campaign.396.singapore_sg.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
397	barcelona_es	Barcelona	Daniel	campaign.397.barcelona_es.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
398	alexandria_eg	Alexandria	Tessa	campaign.398.alexandria_eg.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
399	casablanca_ma	Casablanca	Victoria	campaign.399.casablanca_ma.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
400	melbourne_au	Melbourne	Karen	campaign.400.melbourne_au.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
401	sydney_au	Sydney	Karen	campaign.401.sydney_au.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
402	berlin_de	Berlin	Daniel	campaign.402.berlin_de.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
403	rome_it	Rome	Daniel	campaign.403.rome_it.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
404	dubai_ae	Dubai	Maged	campaign.404.dubai_ae.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
405	abu_dhabi_ae	Abu Dhabi	Maged	campaign.405.abu_dhabi_ae.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
406	nairobi_ke	Nairobi	Tessa	campaign.406.nairobi_ke.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
407	johannesburg_za	Johannesburg	Tessa	campaign.407.johannesburg_za.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	1	complete_text_subtitle_with_platform_voice_fallback
408	cape_town_za	Cape Town	Tessa	campaign.408.cape_town_za.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	2	complete_text_subtitle_with_platform_voice_fallback
409	addis_ababa_et	Addis Ababa	Tessa	campaign.409.addis_ababa_et.radio_briefing	always_on	macOS_say_when_enabled	optional_soft_ref_or_text_voice_fallback	0	complete_text_subtitle_with_platform_voice_fallback
