namespace	key	source_text	context
CodeRescueCampaign	campaign.284.concord_nc.radio_briefing	Radio briefing: Concord, NC is stop 284 on the national route. Secure the Concord Rescue Arch in the Coastal Port, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.	Radio/subtitle briefing for Concord, NC
CodeRescueCampaign	campaign.284.concord_nc.hint	Hint: test divisible by 15 first, because those numbers are also divisible by 3 and 5.	Coding hint for Concord, NC
CodeRescueCampaign	campaign.284.concord_nc.visible	Visible test: fizzBuzz(15) must produce the classic 1..15 FizzBuzz sequence.	Visible test description for Concord, NC
CodeRescueCampaign	campaign.284.concord_nc.hidden	Hidden tests: extended beacon sweep length 20 checks later multiples of 3, 5, and 15.	Hidden test description for Concord, NC
CodeRescueCampaign	campaign.285.tyler_tx.terminal_title	Tyler: Even-Unit Triage Filter	Terminal title for Tyler, TX
CodeRescueCampaign	campaign.285.tyler_tx.mission_brief	Tyler must route even-numbered emergency units first. Write evenNumbers/even_numbers to keep only even values in order. Stage 4 - Data Structures. Curriculum focus: array filtering with predicates. Stage goal: Track state across sequences and reason about node-to-node traversal. Graduation strategy: preserve input order while keeping only values that pass the even test. Recommended first pass: Python. Hint: keep a separate output index or append only when value % 2 equals 0. Architecture: Desert Solar Grid with triage conveyor lanes around Tyler Data Beacon, signature 285 Play detail: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys. Language track: Python track emphasizes small readable helpers, list operations, and clear loop intent. Current concept: array filtering with predicates. Rank 285 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: filtering is the foundation of data cleanup, search results, and mission triage. Predict before coding: predict which values survive a short mixed odd/even list. Optional worked example: worked example: [1,2,3,4] keeps [2,4] without reordering. Code-trace mini-game: trace one visible case before editing. Mistake glossary: appending every value or changing order breaks triage routing. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 1. Visual debugger: triage lanes split kept even values from rejected odd values so predicate filtering has a physical route. Progression plan: curriculum map places this mission in Stage 4 - Data Structures; spaced review path: spaced review of filters plus linked-list and search previews; expansion bridge: recursion preview, sorting intuition, and input validation; side objectives reward comments, edge cases, and clean returns. Character plan: data medic mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for Tyler. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 5, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Southern Evac Line ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 285, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: evenNumbers([1,2,3,4,5,6]) must return [2,4,6]. Hidden tests: city batch 1 includes odd-only edges and preserves even-number order.	Terminal mission brief for Tyler, TX
CodeRescueCampaign	campaign.285.tyler_tx.radio_briefing	Radio briefing: Tyler, TX is stop 285 on the national route. Secure the Tyler Data Beacon in the Desert Solar Grid, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.	Radio/subtitle briefing for Tyler, TX
CodeRescueCampaign	campaign.285.tyler_tx.hint	Hint: keep a separate output index or append only when value % 2 equals 0.	Coding hint for Tyler, TX
CodeRescueCampaign	campaign.285.tyler_tx.visible	Visible test: evenNumbers([1,2,3,4,5,6]) must return [2,4,6].	Visible test description for Tyler, TX
CodeRescueCampaign	campaign.285.tyler_tx.hidden	Hidden tests: city batch 1 includes odd-only edges and preserves even-number order.	Hidden test description for Tyler, TX
CodeRescueCampaign	campaign.286.davie_fl.terminal_title	Davie: Evacuation Chain Traversal	Terminal title for Davie, FL
CodeRescueCampaign	campaign.286.davie_fl.mission_brief	Davie has a broken evacuation chain. Write countNodes/count_nodes to follow next-index links from the start node until the chain ends. Stage 4 - Data Structures. Curriculum focus: stateful traversal through linked rescue nodes. Stage goal: Track state across sequences and reason about node-to-node traversal. Graduation strategy: advance from one rescue node to the next until the chain ends. Recommended first pass: MATLAB. Hint: start at the given node, count it, then replace current with the next index until the chain says stop. Architecture: Coastal Port with linked evacuation posts around Davie Command Obelisk, signature 286 Play detail: Evacuation chain 2: node markers show current, next, and stop sentinel movement. Language track: MATLAB track emphasizes function-file naming, one-based indexing, arrays, and vector-friendly reasoning. Current concept: stateful traversal through linked rescue nodes. Rank 286 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: node traversal teaches state, sentinel values, and moving through connected structures. Predict before coding: predict the node visit order from start to sentinel. Optional worked example: worked example: next=[1,2,-1], start=0 visits three nodes. Code-trace mini-game: trace one visible case before editing. Mistake glossary: forgetting to advance current creates an infinite evacuation loop. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 2. Visual debugger: linked rescue posts label current, next, count, and sentinel so traversal state is visible at each step. Progression plan: curriculum map places this mission in Stage 4 - Data Structures; spaced review path: spaced review of filters plus linked-list and search previews; expansion bridge: recursion preview, sorting intuition, and input validation; side objectives reward comments, edge cases, and clean returns. Character plan: network engineer mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for Davie. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 5, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Southern Evac Line ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 286, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: countNodes over the chain 0 -> 1 -> 2 -> stop must return 3. Hidden tests: evacuation chain batch 2 changes the start node and stops only at the sentinel.	Terminal mission brief for Davie, FL
CodeRescueCampaign	campaign.286.davie_fl.radio_briefing	Radio briefing: Davie, FL is stop 286 on the national route. Secure the Davie Command Obelisk in the Coastal Port, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 2: node markers show current, next, and stop sentinel movement.	Radio/subtitle briefing for Davie, FL
CodeRescueCampaign	campaign.286.davie_fl.hint	Hint: start at the given node, count it, then replace current with the next index until the chain says stop.	Coding hint for Davie, FL
CodeRescueCampaign	campaign.286.davie_fl.visible	Visible test: countNodes over the chain 0 -> 1 -> 2 -> stop must return 3.	Visible test description for Davie, FL
CodeRescueCampaign	campaign.286.davie_fl.hidden	Hidden tests: evacuation chain batch 2 changes the start node and stops only at the sentinel.	Hidden test description for Davie, FL
CodeRescueCampaign	campaign.287.south_fulton_ga.terminal_title	South Fulton: Mirror-Code Integrity Check	Terminal title for South Fulton, GA
CodeRescueCampaign	campaign.287.south_fulton_ga.mission_brief	"South Fulton uses mirrored access codes. Write isPalindrome/is_palindrome to accept real mirror codes and reject impostors. Stage 4 - Data Structures. Curriculum focus: mirror checks and edge cases. Stage goal: Track state across sequences and reason about node-to-node traversal. Graduation strategy: compare paired characters and test both pass and fail cases. Recommended first pass: C+. Hint: compare the first and last characters, then move inward until the scan crosses. Architecture: Coastal Port with mirrored plaza around South Fulton Relay Bridge, signature 287 Play detail: Mirror-code walk 3: paired light posts teach left/right character comparisons. Language track: C+ track emphasizes C-style fundamentals with gentle C++ standard-library introductions. Current concept: mirror checks and edge cases. Rank 287 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: two-sided comparison builds the habit of proving both acceptance and rejection cases. Predict before coding: predict one passing mirror code and one failing impostor code. Optional worked example: worked example: level passes because l/e mirror e/l; signal fails. Code-trace mini-game: trace one visible case before editing. Mistake glossary: returning true too early accepts impostor codes. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 3. Visual debugger: paired mirror posts highlight left and right indexes together so players can see why a mismatch rejects the code. Progression plan: curriculum map places this mission in Stage 4 - Data Structures; spaced review path: spaced review of filters plus linked-list and search previews; expansion bridge: recursion preview, sorting intuition, and input validation; side objectives reward comments, edge cases, and clean returns. Character plan: archive integrity analyst mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for South Fulton. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 5, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Southern Evac Line ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 287, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: isPalindrome(""racecar"") must return true. Hidden tests: a real mirror word must pass and a rescue-code impostor must fail."	Terminal mission brief for South Fulton, GA
CodeRescueCampaign	campaign.287.south_fulton_ga.radio_briefing	Radio briefing: South Fulton, GA is stop 287 on the national route. Secure the South Fulton Relay Bridge in the Coastal Port, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 3: paired light posts teach left/right character comparisons.	Radio/subtitle briefing for South Fulton, GA
CodeRescueCampaign	campaign.287.south_fulton_ga.hint	Hint: compare the first and last characters, then move inward until the scan crosses.	Coding hint for South Fulton, GA
CodeRescueCampaign	campaign.287.south_fulton_ga.visible	"Visible test: isPalindrome(""racecar"") must return true."	Visible test description for South Fulton, GA
CodeRescueCampaign	campaign.287.south_fulton_ga.hidden	Hidden tests: a real mirror word must pass and a rescue-code impostor must fail.	Hidden test description for South Fulton, GA
CodeRescueCampaign	campaign.288.peoria_il.terminal_title	Peoria: Sorted Cache Binary Search	Terminal title for Peoria, IL
CodeRescueCampaign	campaign.288.peoria_il.mission_brief	Peoria is searching a sorted supply cache. Write binarySearch/binary_search to find a target by halving the search space, returning the target index or the not-found value. Stage 4 - Data Structures. Curriculum focus: halving a sorted search space with bounds. Stage goal: Track state across sequences and reason about node-to-node traversal. Graduation strategy: track low/high bounds, test the midpoint, and discard half the search space. Recommended first pass: C++. Hint: keep low and high bounds; if the midpoint is too small, move low up, otherwise move high down. Architecture: Great Lakes Industrial with halved search vault around Peoria Power Crown, signature 288 Play detail: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds. Language track: C++ track emphasizes typed functions, vectors, strings, and standard-library algorithms. Current concept: halving a sorted search space with bounds. Rank 288 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: halving a search space turns brute force into a fast algorithmic decision. Predict before coding: predict low, mid, and high after the first comparison. Optional worked example: worked example: target 6 in [2,4,6,8] checks the middle before shrinking. Code-trace mini-game: trace one visible case before editing. Mistake glossary: stale bounds repeat the same mid and never prove not-found. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 4. Visual debugger: shrinking light bands mark low, mid, high, and discarded ranges so each comparison visibly halves the space. Progression plan: curriculum map places this mission in Stage 4 - Data Structures; spaced review path: spaced review of filters plus linked-list and search previews; expansion bridge: recursion preview, sorting intuition, and input validation; side objectives reward comments, edge cases, and clean returns. Character plan: supply-cache analyst mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for Peoria. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 5, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Midwest Grid ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 288, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: binarySearch([2,4,6,8,10], 6) must find the target without scanning linearly. Hidden tests: sorted-cache batch 4 includes first, middle, last, and not-found targets.	Terminal mission brief for Peoria, IL
CodeRescueCampaign	campaign.288.peoria_il.radio_briefing	Radio briefing: Peoria, IL is stop 288 on the national route. Secure the Peoria Power Crown in the Great Lakes Industrial, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.	Radio/subtitle briefing for Peoria, IL
CodeRescueCampaign	campaign.288.peoria_il.hint	Hint: keep low and high bounds; if the midpoint is too small, move low up, otherwise move high down.	Coding hint for Peoria, IL
CodeRescueCampaign	campaign.288.peoria_il.visible	Visible test: binarySearch([2,4,6,8,10], 6) must find the target without scanning linearly.	Visible test description for Peoria, IL
CodeRescueCampaign	campaign.288.peoria_il.hidden	Hidden tests: sorted-cache batch 4 includes first, middle, last, and not-found targets.	Hidden test description for Peoria, IL
CodeRescueCampaign	campaign.289.sparks_nv.terminal_title	Sparks: Beacon Cycle FizzBuzz	Terminal title for Sparks, NV
CodeRescueCampaign	campaign.289.sparks_nv.mission_brief	Sparks needs a timed beacon sweep. Write fizzBuzz/fizz_buzz so rescue drones receive the correct cycle labels. Stage 4 - Data Structures. Curriculum focus: loops, divisibility, and ordered branches. Stage goal: Track state across sequences and reason about node-to-node traversal. Graduation strategy: check the combined 3-and-5 case before the individual cases. Recommended first pass: Java. Hint: test divisible by 15 first, because those numbers are also divisible by 3 and 5. Architecture: Desert Solar Grid with timed beacon pylons around Sparks Signal Spire, signature 289 Play detail: Beacon cycle yard 1: numbered pylons emphasize checking 15 before 3 or 5. Language track: Java track emphasizes exact public static signatures, typed arrays, and readable branch blocks. Current concept: loops, divisibility, and ordered branches. Rank 289 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: ordered branches are the core of rule systems, validators, and game-state scripts. Predict before coding: predict outputs for 3, 5, and 15 before coding the branch order. Optional worked example: worked example: 15 is FizzBuzz because the combined rule wins first. Code-trace mini-game: trace one visible case before editing. Mistake glossary: checking 3 before 15 makes FizzBuzz numbers become only Fizz. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 5. Visual debugger: numbered beacon pylons color 3, 5, and 15 decisions distinctly so branch order is readable in the world. Progression plan: curriculum map places this mission in Stage 4 - Data Structures; spaced review path: spaced review of filters plus linked-list and search previews; expansion bridge: recursion preview, sorting intuition, and input validation; side objectives reward comments, edge cases, and clean returns. Character plan: drone timing coordinator mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for Sparks. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 5, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Western Corridor ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 289, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: fizzBuzz(15) must produce the classic 1..15 FizzBuzz sequence. Hidden tests: extended beacon sweep length 20 checks later multiples of 3, 5, and 15.	Terminal mission brief for Sparks, NV
CodeRescueCampaign	campaign.289.sparks_nv.radio_briefing	Radio briefing: Sparks, NV is stop 289 on the national route. Secure the Sparks Signal Spire in the Desert Solar Grid, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 1: numbered pylons emphasize checking 15 before 3 or 5.	Radio/subtitle briefing for Sparks, NV
CodeRescueCampaign	campaign.289.sparks_nv.hint	Hint: test divisible by 15 first, because those numbers are also divisible by 3 and 5.	Coding hint for Sparks, NV
CodeRescueCampaign	campaign.289.sparks_nv.visible	Visible test: fizzBuzz(15) must produce the classic 1..15 FizzBuzz sequence.	Visible test description for Sparks, NV
CodeRescueCampaign	campaign.289.sparks_nv.hidden	Hidden tests: extended beacon sweep length 20 checks later multiples of 3, 5, and 15.	Hidden test description for Sparks, NV
CodeRescueCampaign	campaign.290.gresham_or.terminal_title	Gresham: Even-Unit Triage Filter	Terminal title for Gresham, OR
CodeRescueCampaign	campaign.290.gresham_or.mission_brief	Gresham must route even-numbered emergency units first. Write evenNumbers/even_numbers to keep only even values in order. Stage 4 - Data Structures. Curriculum focus: array filtering with predicates. Stage goal: Track state across sequences and reason about node-to-node traversal. Graduation strategy: preserve input order while keeping only values that pass the even test. Recommended first pass: C. Hint: keep a separate output index or append only when value % 2 equals 0. Architecture: Coastal Port with triage conveyor lanes around Gresham Rescue Arch, signature 290 Play detail: Triage sorter 2: even-number lanes lead to rescue while odd lanes become decoys. Language track: C track emphasizes buffer safety, pointer discipline, null terminators, and explicit counts. Current concept: array filtering with predicates. Rank 290 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: filtering is the foundation of data cleanup, search results, and mission triage. Predict before coding: predict which values survive a short mixed odd/even list. Optional worked example: worked example: [1,2,3,4] keeps [2,4] without reordering. Code-trace mini-game: trace one visible case before editing. Mistake glossary: appending every value or changing order breaks triage routing. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 1. Visual debugger: triage lanes split kept even values from rejected odd values so predicate filtering has a physical route. Progression plan: curriculum map places this mission in Stage 4 - Data Structures; spaced review path: spaced review of filters plus linked-list and search previews; expansion bridge: recursion preview, sorting intuition, and input validation; side objectives reward comments, edge cases, and clean returns. Character plan: data medic mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for Gresham. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 5, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Western Corridor ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 290, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: evenNumbers([1,2,3,4,5,6]) must return [2,4,6]. Hidden tests: city batch 1 includes odd-only edges and preserves even-number order.	Terminal mission brief for Gresham, OR
CodeRescueCampaign	campaign.290.gresham_or.radio_briefing	Radio briefing: Gresham, OR is stop 290 on the national route. Secure the Gresham Rescue Arch in the Coastal Port, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 2: even-number lanes lead to rescue while odd lanes become decoys.	Radio/subtitle briefing for Gresham, OR
CodeRescueCampaign	campaign.290.gresham_or.hint	Hint: keep a separate output index or append only when value % 2 equals 0.	Coding hint for Gresham, OR
CodeRescueCampaign	campaign.290.gresham_or.visible	Visible test: evenNumbers([1,2,3,4,5,6]) must return [2,4,6].	Visible test description for Gresham, OR
CodeRescueCampaign	campaign.290.gresham_or.hidden	Hidden tests: city batch 1 includes odd-only edges and preserves even-number order.	Hidden test description for Gresham, OR
CodeRescueCampaign	campaign.291.santa_maria_ca.terminal_title	Santa Maria: Evacuation Chain Traversal	Terminal title for Santa Maria, CA
CodeRescueCampaign	campaign.291.santa_maria_ca.mission_brief	Santa Maria has a broken evacuation chain. Write countNodes/count_nodes to follow next-index links from the start node until the chain ends. Stage 4 - Data Structures. Curriculum focus: stateful traversal through linked rescue nodes. Stage goal: Track state across sequences and reason about node-to-node traversal. Graduation strategy: advance from one rescue node to the next until the chain ends. Recommended first pass: Python. Hint: start at the given node, count it, then replace current with the next index until the chain says stop. Architecture: Coastal Port with linked evacuation posts around Santa Maria Data Beacon, signature 291 Play detail: Evacuation chain 3: node markers show current, next, and stop sentinel movement. Language track: Python track emphasizes small readable helpers, list operations, and clear loop intent. Current concept: stateful traversal through linked rescue nodes. Rank 291 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: node traversal teaches state, sentinel values, and moving through connected structures. Predict before coding: predict the node visit order from start to sentinel. Optional worked example: worked example: next=[1,2,-1], start=0 visits three nodes. Code-trace mini-game: trace one visible case before editing. Mistake glossary: forgetting to advance current creates an infinite evacuation loop. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 2. Visual debugger: linked rescue posts label current, next, count, and sentinel so traversal state is visible at each step. Progression plan: curriculum map places this mission in Stage 4 - Data Structures; spaced review path: spaced review of filters plus linked-list and search previews; expansion bridge: recursion preview, sorting intuition, and input validation; side objectives reward comments, edge cases, and clean returns. Character plan: network engineer mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for Santa Maria. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 5, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Western Corridor ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 291, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: countNodes over the chain 0 -> 1 -> 2 -> stop must return 3. Hidden tests: evacuation chain batch 2 changes the start node and stops only at the sentinel.	Terminal mission brief for Santa Maria, CA
CodeRescueCampaign	campaign.291.santa_maria_ca.radio_briefing	Radio briefing: Santa Maria, CA is stop 291 on the national route. Secure the Santa Maria Data Beacon in the Coastal Port, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.	Radio/subtitle briefing for Santa Maria, CA
CodeRescueCampaign	campaign.291.santa_maria_ca.hint	Hint: start at the given node, count it, then replace current with the next index until the chain says stop.	Coding hint for Santa Maria, CA
CodeRescueCampaign	campaign.291.santa_maria_ca.visible	Visible test: countNodes over the chain 0 -> 1 -> 2 -> stop must return 3.	Visible test description for Santa Maria, CA
CodeRescueCampaign	campaign.291.santa_maria_ca.hidden	Hidden tests: evacuation chain batch 2 changes the start node and stops only at the sentinel.	Hidden test description for Santa Maria, CA
CodeRescueCampaign	campaign.292.pueblo_co.terminal_title	Pueblo: Mirror-Code Integrity Check	Terminal title for Pueblo, CO
CodeRescueCampaign	campaign.292.pueblo_co.mission_brief	"Pueblo uses mirrored access codes. Write isPalindrome/is_palindrome to accept real mirror codes and reject impostors. Stage 4 - Data Structures. Curriculum focus: mirror checks and edge cases. Stage goal: Track state across sequences and reason about node-to-node traversal. Graduation strategy: compare paired characters and test both pass and fail cases. Recommended first pass: MATLAB. Hint: compare the first and last characters, then move inward until the scan crosses. Architecture: Latin Metro with mirrored plaza around Pueblo Command Obelisk, signature 292 Play detail: Mirror-code walk 4: paired light posts teach left/right character comparisons. Language track: MATLAB track emphasizes function-file naming, one-based indexing, arrays, and vector-friendly reasoning. Current concept: mirror checks and edge cases. Rank 292 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: two-sided comparison builds the habit of proving both acceptance and rejection cases. Predict before coding: predict one passing mirror code and one failing impostor code. Optional worked example: worked example: level passes because l/e mirror e/l; signal fails. Code-trace mini-game: trace one visible case before editing. Mistake glossary: returning true too early accepts impostor codes. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 3. Visual debugger: paired mirror posts highlight left and right indexes together so players can see why a mismatch rejects the code. Progression plan: curriculum map places this mission in Stage 4 - Data Structures; spaced review path: spaced review of filters plus linked-list and search previews; expansion bridge: recursion preview, sorting intuition, and input validation; side objectives reward comments, edge cases, and clean returns. Character plan: archive integrity analyst mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for Pueblo. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 5, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Western Corridor ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 292, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: isPalindrome(""racecar"") must return true. Hidden tests: a real mirror word must pass and a rescue-code impostor must fail."	Terminal mission brief for Pueblo, CO
CodeRescueCampaign	campaign.292.pueblo_co.radio_briefing	Radio briefing: Pueblo, CO is stop 292 on the national route. Secure the Pueblo Command Obelisk in the Latin Metro, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 4: paired light posts teach left/right character comparisons.	Radio/subtitle briefing for Pueblo, CO
CodeRescueCampaign	campaign.292.pueblo_co.hint	Hint: compare the first and last characters, then move inward until the scan crosses.	Coding hint for Pueblo, CO
CodeRescueCampaign	campaign.292.pueblo_co.visible	"Visible test: isPalindrome(""racecar"") must return true."	Visible test description for Pueblo, CO
CodeRescueCampaign	campaign.292.pueblo_co.hidden	Hidden tests: a real mirror word must pass and a rescue-code impostor must fail.	Hidden test description for Pueblo, CO
CodeRescueCampaign	campaign.293.hillsboro_or.terminal_title	Hillsboro: Sorted Cache Binary Search	Terminal title for Hillsboro, OR
